ID_POLIGONO,fecha_captura,sensor,ndvi_promedio,ndvi_std,ndvi_max,ndvi_min,evi_promedio,evi_std,evi_max,evi_min,crc_promedio,crc_std,crc_max,crc_min,mcrc_promedio,mcrc_std,mcrc_max,mcrc_min,ndsvi_promedio,ndsvi_std,ndsvi_max,ndsvi_min,srndi_promedio,srndi_std,srndi_max,srndi_min,mra_promedio,mra_std,mra_max,mra_min,lai_promedio,lai_std,lai_max,lai_min,fapar_promedio,fapar_std,fapar_max,fapar_min,savi_promedio,savi_std,savi_max,savi_min,vi6t_promedio,vi6t_std,vi6t_max,vi6t_min,ndti_promedio,ndti_std,ndti_max,ndti_min,sti_promedio,sti_std,sti_max,sti_min,ndwi_promedio,ndwi_std,ndwi_max,ndwi_min,endwi_promedio,endwi_std,endwi_max,endwi_min,msi_promedio,msi_std,msi_max,msi_min,emsi_promedio,emsi_std,emsi_max,emsi_min,dswi2_promedio,dswi2_std,dswi2_max,dswi2_min,dswi3_promedio,dswi3_std,dswi3_max,dswi3_min,dswi4_promedio,dswi4_std,dswi4_max,dswi4_min,dswi5_promedio,dswi5_std,dswi5_max,dswi5_min,nddi_promedio,nddi_std,nddi_max,nddi_min,enddi_promedio,enddi_std,enddi_max,enddi_min,porcentaje_nubosidad
AGC_129,31/12/2025,Sentinel-2,0.334,0.069,0.522,0.129,0.198,0.069,0.414,0.041,0.161,0.185,0.451,-0.371,0.22,0.148,0.494,-0.25,0.246,0.112,0.531,-0.084,-0.028,0.139,0.335,-0.395,0.024,0.001,0.026,0.021,0.117,0.116,0.517,-0.121,0.296,0.071,0.484,0.141,0.157,0.056,0.321,0.031,,,,,0.275,0.039,0.396,0.172,1.766,0.15,2.31,1.415,0.094,0.102,0.377,-0.201,0.355,0.119,0.635,0.0,0.845,0.177,1.502,0.453,0.488,0.137,1.001,0.223,1.648,0.461,2.95,0.6,1.709,0.389,3.267,0.844,1.062,0.13,1.516,0.844,1.162,0.179,1.841,0.753,-0.007,0.047,0.138,-0.117,0.1,0.049,0.246,-0.032,0.0
AGC_183,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.634,0.015,-0.585,-0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,05/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.638,0.01,-0.609,-0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,15/09/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_183,16/01/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.636,0.021,-0.574,-0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,24/07/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.637,0.015,-0.597,-0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,27/01/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.629,0.015,-0.59,-0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,27/07/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_183,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.628,0.017,-0.559,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_183,01/01/2022,Sentinel-2,0.174,0.03,0.349,0.012,0.112,0.021,0.225,0.008,0.345,0.031,0.459,0.101,0.354,0.039,0.457,0.062,0.284,0.049,0.441,-0.026,0.205,0.057,0.364,-0.133,0.021,0.0,0.022,0.02,-0.009,0.033,0.169,-0.161,0.108,0.02,0.232,0.069,0.095,0.018,0.184,0.007,,,,,0.085,0.016,0.141,0.054,1.186,0.04,1.329,1.114,-0.116,0.044,0.174,-0.23,-0.032,0.053,0.276,-0.164,1.268,0.105,1.597,0.703,1.071,0.106,1.391,0.568,2.108,0.167,2.681,1.132,1.807,0.176,2.575,0.949,0.856,0.03,0.988,0.77,0.815,0.042,1.122,0.717,0.097,0.028,0.18,-0.053,0.141,0.026,0.227,-0.011,2.453271028037383
AGC_183,04/08/2022,Sentinel-2,0.584,0.135,0.827,-0.022,0.505,0.133,0.849,-0.013,0.377,0.045,0.448,0.072,0.358,0.055,0.446,0.007,0.433,0.099,0.597,-0.052,0.23,0.079,0.382,-0.195,0.032,0.003,0.039,0.02,0.753,0.315,2.058,-0.188,0.566,0.126,0.851,0.129,0.38,0.091,0.599,-0.01,,,,,0.228,0.048,0.357,0.122,1.602,0.164,2.109,1.279,0.216,0.087,0.467,-0.166,0.419,0.114,0.706,-0.026,0.653,0.124,1.398,0.363,0.419,0.12,1.054,0.172,2.133,0.213,2.611,1.014,2.612,0.509,3.968,0.902,1.216,0.172,1.841,0.84,1.482,0.27,2.555,0.82,0.055,0.021,0.104,-0.071,0.131,0.023,0.174,-0.02,2.336448598130841
AGC_183,12/03/2023,Sentinel-2,0.11,0.019,0.192,0.01,0.097,0.018,0.171,0.008,0.251,0.031,0.351,0.129,0.269,0.032,0.342,0.109,0.203,0.04,0.297,0.024,0.143,0.049,0.256,-0.07,0.02,0.0,0.021,0.02,-0.052,0.02,0.035,-0.162,0.064,0.017,0.135,0.0,0.071,0.012,0.118,0.006,,,,,0.062,0.016,0.103,0.037,1.134,0.036,1.229,1.077,-0.095,0.034,0.062,-0.166,-0.033,0.043,0.154,-0.11,1.214,0.079,1.399,0.883,1.073,0.087,1.246,0.734,1.74,0.116,2.041,1.246,1.517,0.12,1.843,1.05,0.872,0.033,0.944,0.777,0.844,0.03,0.989,0.768,0.069,0.025,0.122,-0.031,0.102,0.021,0.146,0.011,47.780373831775705
AGC_183,18/10/2023,Sentinel-2,0.226,0.06,0.499,-0.029,0.143,0.042,0.348,-0.017,0.423,0.058,0.508,0.01,0.412,0.068,0.51,-0.02,0.336,0.067,0.5,-0.115,0.216,0.064,0.364,-0.288,0.022,0.001,0.025,0.02,0.051,0.068,0.413,-0.193,0.139,0.049,0.372,0.039,0.126,0.034,0.285,-0.013,,,,,0.13,0.021,0.194,0.055,1.3,0.054,1.481,1.116,-0.12,0.062,0.21,-0.242,0.01,0.067,0.374,-0.14,1.282,0.147,1.638,0.653,0.988,0.123,1.327,0.455,2.437,0.304,3.078,0.961,2.037,0.251,2.996,0.794,0.838,0.056,1.118,0.752,0.805,0.08,1.201,0.671,0.097,0.029,0.173,-0.112,0.164,0.034,0.235,-0.049,2.102803738317757
AGC_183,20/05/2024,Sentinel-2,0.14,0.037,0.481,-0.026,0.101,0.029,0.406,-0.018,0.391,0.036,0.457,0.094,0.386,0.047,0.482,0.064,0.3,0.055,0.453,-0.02,0.257,0.063,0.392,-0.104,0.021,0.0,0.025,0.02,-0.027,0.046,0.488,-0.196,0.079,0.029,0.312,0.001,0.085,0.023,0.312,-0.015,,,,,0.046,0.014,0.112,0.029,1.096,0.031,1.253,1.06,-0.167,0.049,0.088,-0.254,-0.123,0.06,0.188,-0.22,1.41,0.128,1.682,0.839,1.289,0.141,1.566,0.683,2.271,0.211,2.863,1.136,1.872,0.201,2.659,0.961,0.823,0.029,1.083,0.724,0.752,0.051,1.132,0.674,0.131,0.034,0.204,-0.048,0.156,0.03,0.228,-0.01,1.6355140186915886
AGC_183,26/06/2025,Sentinel-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_183,26/12/2024,Sentinel-2,0.18,0.033,0.339,-0.017,0.125,0.029,0.237,-0.01,0.421,0.045,0.508,0.161,0.416,0.053,0.528,0.129,0.317,0.066,0.49,0.025,0.169,0.068,0.345,-0.125,0.021,0.0,0.022,0.02,0.018,0.047,0.191,-0.186,0.11,0.032,0.267,0.023,0.109,0.025,0.194,-0.009,,,,,0.158,0.015,0.192,0.099,1.376,0.043,1.475,1.219,-0.146,0.069,0.117,-0.339,0.012,0.07,0.273,-0.174,1.357,0.194,2.025,0.791,0.987,0.142,1.421,0.571,2.451,0.284,3.24,1.297,1.957,0.279,2.923,1.051,0.797,0.049,0.99,0.719,0.763,0.064,1.041,0.598,0.078,0.034,0.177,-0.049,0.162,0.04,0.282,0.011,4.322429906542056
AGC_183,31/12/2025,Sentinel-2,0.164,0.05,0.431,-0.028,0.104,0.037,0.318,-0.019,0.346,0.051,0.461,-0.024,0.369,0.063,0.491,-0.061,0.301,0.075,0.452,-0.2,0.181,0.077,0.314,-0.295,0.021,0.0,0.024,0.02,-0.024,0.056,0.311,-0.2,0.108,0.041,0.307,0.048,0.086,0.03,0.245,-0.017,,,,,0.128,0.027,0.208,0.083,1.295,0.072,1.525,1.182,-0.145,0.069,0.254,-0.266,-0.018,0.078,0.347,-0.128,1.351,0.169,1.726,0.595,1.047,0.144,1.293,0.485,2.194,0.259,2.926,0.884,1.889,0.253,2.651,0.667,0.86,0.036,1.078,0.739,0.787,0.07,1.175,0.661,0.086,0.036,0.151,-0.128,0.154,0.039,0.237,-0.086,3.154205607476636
AGC_186,02/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_186,02/10/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_186,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.601,0.013,-0.572,-0.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_186,14/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_186,19/08/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_186,21/02/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_186,30/07/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_186,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.608,0.021,-0.568,-0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_186,01/01/2022,Sentinel-2,0.197,0.016,0.295,0.145,0.151,0.014,0.23,0.094,0.476,0.021,0.515,0.396,0.456,0.026,0.506,0.357,0.345,0.032,0.429,0.23,0.194,0.041,0.321,0.084,0.021,0.0,0.022,0.021,0.063,0.025,0.203,-0.039,0.09,0.026,0.331,0.039,0.133,0.013,0.199,0.079,,,,,0.162,0.017,0.205,0.079,1.389,0.048,1.516,1.171,-0.159,0.038,-0.02,-0.284,0.003,0.047,0.173,-0.17,1.383,0.107,1.793,1.041,0.998,0.095,1.41,0.705,2.687,0.176,3.048,2.111,2.063,0.146,2.5,1.599,0.767,0.014,0.865,0.731,0.74,0.038,0.9,0.635,0.089,0.021,0.165,0.036,0.175,0.02,0.239,0.108,0.0
AGC_186,04/07/2025,Sentinel-2,0.525,0.113,0.77,0.205,0.383,0.108,0.755,0.133,0.313,0.038,0.438,0.204,0.303,0.041,0.42,0.196,0.41,0.049,0.536,0.233,0.152,0.049,0.311,-0.046,0.03,0.002,0.036,0.023,0.45,0.222,1.494,0.008,0.424,0.102,0.624,0.152,0.29,0.078,0.539,0.104,,,,,0.275,0.039,0.346,0.169,1.767,0.148,2.057,1.406,0.156,0.11,0.408,-0.102,0.408,0.127,0.66,0.083,0.746,0.174,1.227,0.421,0.433,0.137,0.846,0.205,1.88,0.171,2.447,1.488,2.41,0.272,3.31,1.608,1.29,0.166,1.774,0.937,1.375,0.263,2.233,0.857,0.041,0.016,0.09,-0.015,0.139,0.018,0.193,0.095,0.0
AGC_186,12/03/2023,Sentinel-2,0.136,0.009,0.194,0.11,0.109,0.008,0.151,0.085,0.438,0.015,0.499,0.4,0.428,0.016,0.473,0.369,0.331,0.021,0.382,0.255,0.261,0.034,0.31,0.133,0.02,0.0,0.021,0.02,-0.017,0.013,0.068,-0.047,0.048,0.008,0.108,0.009,0.091,0.007,0.135,0.074,,,,,0.077,0.023,0.19,0.049,1.168,0.057,1.47,1.104,-0.205,0.019,-0.125,-0.255,-0.13,0.036,0.022,-0.178,1.517,0.06,1.683,1.286,1.302,0.09,1.434,0.958,2.497,0.099,2.797,2.169,1.994,0.092,2.239,1.685,0.798,0.016,0.829,0.731,0.706,0.016,0.777,0.661,0.133,0.02,0.162,0.061,0.176,0.013,0.209,0.13,0.0
AGC_186,18/10/2023,Sentinel-2,0.208,0.063,0.51,0.151,0.153,0.049,0.424,0.114,0.481,0.018,0.555,0.423,0.479,0.021,0.546,0.398,0.401,0.025,0.489,0.318,0.316,0.043,0.39,0.159,0.022,0.001,0.026,0.022,0.058,0.088,0.586,-0.007,0.087,0.067,0.484,0.032,0.129,0.041,0.344,0.096,,,,,0.097,0.039,0.236,0.054,1.219,0.1,1.619,1.115,-0.21,0.064,0.087,-0.302,-0.115,0.101,0.316,-0.224,1.545,0.184,1.866,0.84,1.286,0.226,1.579,0.519,2.844,0.157,3.409,2.32,2.347,0.138,2.914,1.933,0.826,0.032,1.057,0.744,0.708,0.076,1.152,0.613,0.156,0.031,0.207,0.059,0.21,0.018,0.258,0.15,0.0
AGC_186,25/05/2024,Sentinel-2,0.173,0.025,0.396,0.145,0.142,0.021,0.349,0.115,0.472,0.015,0.506,0.413,0.465,0.019,0.512,0.39,0.376,0.021,0.434,0.308,0.319,0.027,0.382,0.18,0.021,0.0,0.023,0.021,0.033,0.034,0.383,-0.006,0.07,0.028,0.304,0.042,0.117,0.017,0.274,0.097,,,,,0.065,0.016,0.165,0.049,1.14,0.039,1.394,1.104,-0.217,0.03,0.008,-0.283,-0.154,0.044,0.173,-0.227,1.557,0.092,1.79,0.983,1.369,0.109,1.588,0.705,2.745,0.132,3.099,2.277,2.209,0.107,2.531,1.891,0.805,0.018,0.944,0.776,0.694,0.034,0.986,0.631,0.162,0.018,0.204,0.075,0.2,0.014,0.24,0.145,0.0
AGC_186,30/07/2022,Sentinel-2,0.741,0.068,0.845,0.44,0.686,0.097,0.932,0.349,0.38,0.021,0.459,0.283,0.345,0.019,0.414,0.25,0.541,0.052,0.627,0.307,0.241,0.048,0.422,0.057,0.037,0.002,0.041,0.029,1.265,0.334,2.854,0.374,0.705,0.066,0.855,0.41,0.494,0.062,0.646,0.27,,,,,0.347,0.031,0.388,0.208,2.068,0.137,2.266,1.526,0.342,0.06,0.471,0.083,0.614,0.065,0.721,0.293,0.493,0.072,0.846,0.359,0.242,0.054,0.547,0.162,2.057,0.086,2.411,1.665,3.407,0.43,4.355,1.886,1.653,0.178,2.032,1.032,1.971,0.242,2.636,1.169,0.038,0.007,0.071,0.01,0.13,0.007,0.16,0.102,0.0
AGC_186,31/12/2024,Sentinel-2,0.208,0.015,0.256,0.153,0.154,0.017,0.194,0.111,0.494,0.021,0.544,0.413,0.479,0.035,0.554,0.378,0.369,0.047,0.465,0.261,0.224,0.063,0.363,0.097,0.021,0.0,0.021,0.021,0.07,0.032,0.143,-0.009,0.086,0.025,0.247,0.043,0.136,0.016,0.172,0.095,,,,,0.159,0.019,0.204,0.106,1.378,0.054,1.513,1.238,-0.175,0.052,-0.072,-0.301,-0.018,0.069,0.12,-0.178,1.435,0.158,1.861,1.155,1.046,0.15,1.432,0.786,2.856,0.254,3.483,2.214,2.188,0.241,2.735,1.707,0.765,0.027,0.84,0.704,0.722,0.048,0.827,0.614,0.104,0.035,0.183,0.041,0.189,0.031,0.26,0.129,0.0
AGC_186,31/12/2025,Sentinel-2,0.213,0.025,0.328,0.153,0.159,0.019,0.255,0.105,0.443,0.02,0.495,0.379,0.44,0.041,0.521,0.349,0.339,0.068,0.444,0.205,0.156,0.084,0.287,-0.018,0.021,0.0,0.022,0.021,0.07,0.034,0.222,-0.022,0.144,0.038,0.334,0.046,0.136,0.017,0.208,0.088,,,,,0.195,0.016,0.232,0.151,1.484,0.049,1.605,1.356,-0.138,0.067,0.005,-0.288,0.057,0.078,0.23,-0.107,1.334,0.179,1.809,0.99,0.902,0.137,1.239,0.626,2.593,0.264,3.176,2.07,2.059,0.307,2.6,1.515,0.791,0.047,0.91,0.701,0.768,0.057,0.897,0.631,0.069,0.039,0.137,-0.007,0.17,0.04,0.244,0.093,0.0
